id,network,perspective,name,title,organization,country,experience,last_updated
42990,Third Bridge,Competitor,Patricia Martinez,Chartered accountant,Cochran-Baker,Iceland,"[""[{\""id\"": \""650963a0-a62b-43c3-bad7-28593df20c60\"", \""title\"": \""Automotive engineer\"", \""company\"": \""Thomas PLC\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""e8421aa3-3fc6-4c00-baad-8b0440c57e48\"", \""title\"": \""Teacher, primary school\"", \""company\"": \""Beltran, Johnson and Green\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""636c5ac6-5f09-4f0b-aeb0-f2ddccb584c7\"", \""title\"": \""Geographical information systems officer\"", \""company\"": \""Bell and Sons\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""95170c07-1f59-4785-aa76-34402a56d1f9\"", \""title\"": \""IT trainer\"", \""company\"": \""Abbott, Wilson and Gray\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""8bb2f10a-949d-4ea7-98a3-3163b8321105\"", \""title\"": \""Musician\"", \""company\"": \""Gomez Inc\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""b9ebda2a-530d-4bbd-93be-8041a44961fb\"", \""title\"": \""Colour technologist\"", \""company\"": \""Johnson Group\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""67f4f63e-cd24-4ed1-bfd8-b31dc0995d58\"", \""title\"": \""Engineer, production\"", \""company\"": \""Duncan-Smith\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""c58e51e2-46ef-451f-a7ba-20fede5ca812\"", \""title\"": \""Civil Service administrator\"", \""company\"": \""Williams-Gordon\"", \""duration\"": \""6 years\""}]""]",2024-09-10T17:02:58.013463
7783,Guidepoint,Customer,Cole Palmer,"Engineer, mining","Ortega, Wright and Hunt",Canada,"[""[{\""id\"": \""7d77dc2d-0c45-479b-bd86-3c59f148e4ff\"", \""title\"": \""Web designer\"", \""company\"": \""Zimmerman-Payne\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""860f6f36-fbd6-4d32-8e14-7200ea6f5a5b\"", \""title\"": \""Operational investment banker\"", \""company\"": \""Pena-Jones\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""c2c0991f-0282-4fa0-9b17-339826fa203d\"", \""title\"": \""Research officer, political party\"", \""company\"": \""Stewart-Allen\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""8ba2c7e6-7947-4bee-907b-b963279a0ccf\"", \""title\"": \""Theatre director\"", \""company\"": \""Meyer and Sons\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""62b97f68-7c49-457b-85a1-de1c5b2be29d\"", \""title\"": \""Psychiatric nurse\"", \""company\"": \""May-Blackburn\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""1ab4971f-ba26-4c27-89dc-d888a76bcae1\"", \""title\"": \""Teacher, primary school\"", \""company\"": \""Robinson-Gonzales\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""2be94d1a-7909-4f9a-8deb-959520019c19\"", \""title\"": \""Designer, industrial/product\"", \""company\"": \""Lane, Harding and Wilkinson\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""c8f7f38a-3b8c-49be-8dbf-226e7261a8a7\"", \""title\"": \""Sports coach\"", \""company\"": \""Campbell LLC\"", \""duration\"": \""2 years\""}]""]",2024-09-10T17:02:58.013463
1325,Guidepoint,Former,Brandon Lopez,Hydrologist,Mckee-Estrada,Italy,"[""[{\""id\"": \""53289463-9d46-4cdd-a1d7-d9bbc8123f49\"", \""title\"": \""Television floor manager\"", \""company\"": \""Green-Hull\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""cf0c2be9-5da7-482d-ae52-297bf1391707\"", \""title\"": \""Insurance account manager\"", \""company\"": \""Sullivan-Rodriguez\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""f15986a9-863e-4492-8523-0bb9254c7b95\"", \""title\"": \""Ranger/warden\"", \""company\"": \""Osborne, Cummings and Williams\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""145f4645-ab5a-43c7-b6e8-8eed2e725620\"", \""title\"": \""Financial controller\"", \""company\"": \""Phillips, Beck and Rose\"", \""duration\"": \""2 years\""}]""]",2024-09-10T17:02:58.013463
7558,AlphaSights,Former,Laura Rosales,"Engineer, drilling",Byrd-Myers,Italy,"[""[{\""id\"": \""327cd8c4-eab6-4569-8fe6-73e8e8358c54\"", \""title\"": \""Secretary/administrator\"", \""company\"": \""Bruce, Wood and Barber\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""a57e734b-97c9-426a-bf85-8070939ef42a\"", \""title\"": \""Metallurgist\"", \""company\"": \""Vaughn-Ponce\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""ef055018-dda2-415f-910f-3cefbdca2329\"", \""title\"": \""Clinical molecular geneticist\"", \""company\"": \""King-Lozano\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""bcc24ddd-cc61-4dba-b1d2-423a9e0c8f7d\"", \""title\"": \""International aid/development worker\"", \""company\"": \""Gomez-Brown\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""5bf867c5-66a6-4aec-9faf-183f8191935e\"", \""title\"": \""Scientist, physiological\"", \""company\"": \""Lewis, Pacheco and Martinez\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""67c1ffe1-c8cc-4275-9c97-854d2be19c94\"", \""title\"": \""Systems developer\"", \""company\"": \""Hays PLC\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""8dad6838-7002-402c-bcf8-a1037fee3da3\"", \""title\"": \""Engineer, land\"", \""company\"": \""Brown PLC\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""93e25e91-14e5-4736-935d-56c6ea3c4118\"", \""title\"": \""Herbalist\"", \""company\"": \""Lynn LLC\"", \""duration\"": \""9 years\""}]""]",2024-09-10T17:02:58.013463
83675,Dialectica,Customer,Christopher Jenkins,Brewing technologist,"Wilson, Patterson and Daniels",Cyprus,"[""[{\""id\"": \""b8b23a22-8fed-4b29-8d7c-42806490eda3\"", \""title\"": \""Civil Service administrator\"", \""company\"": \""Russell-May\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""a45577ed-95d4-4890-b295-e4aea8f8a42e\"", \""title\"": \""Therapeutic radiographer\"", \""company\"": \""Richardson and Sons\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""0834219c-6e91-4d66-930e-97e2df063a66\"", \""title\"": \""Games developer\"", \""company\"": \""Jones-Johnson\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""c834255c-47ce-44ec-a300-abb6a63c0cb2\"", \""title\"": \""Designer, textile\"", \""company\"": \""Orozco, Phillips and Bridges\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""ca9770c7-b45c-432e-9467-ad35bdb046ba\"", \""title\"": \""Engineer, communications\"", \""company\"": \""Jones Group\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""5ea3dc5a-97b1-4b8f-8512-c41de7efb338\"", \""title\"": \""Academic librarian\"", \""company\"": \""Smith, Mccormick and Booker\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""02a52223-8d76-4d48-b7a2-3b6bec7dd6cb\"", \""title\"": \""Social researcher\"", \""company\"": \""Madden-Carlson\"", \""duration\"": \""6 years\""}]""]",2024-09-10T17:02:58.013463
84535,Guidepoint,Former,Ronald Graham,Fast food restaurant manager,Lee-Hunt,Denmark,"[""[{\""id\"": \""78cd1e13-b339-49ab-aa9a-1bcd27f663db\"", \""title\"": \""Waste management officer\"", \""company\"": \""Wells-House\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""6afbf111-0502-4742-9b1a-04fa461a61cf\"", \""title\"": \""Advertising art director\"", \""company\"": \""Thomas Ltd\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""32a1db97-a0bb-48cf-a35e-0a1c74f8ab3f\"", \""title\"": \""Designer, industrial/product\"", \""company\"": \""Parrish, Sanders and Murray\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""37f054e4-662d-4f1e-80d2-d4a34faa9909\"", \""title\"": \""Freight forwarder\"", \""company\"": \""Turner Ltd\"", \""duration\"": \""1 years\""}]""]",2024-09-10T17:02:58.013463
63185,Third Bridge,Competitor,Scott Boyd,"Accountant, chartered certified","King, Bishop and Williams",United States,"[""[{\""id\"": \""dc781466-5c74-4657-86cb-430d28026147\"", \""title\"": \""Community development worker\"", \""company\"": \""Brock, Morales and King\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""0d1185a7-e91e-459d-b6b6-af3adbf19a52\"", \""title\"": \""Newspaper journalist\"", \""company\"": \""Warren and Sons\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""88ea691a-ec7a-4c06-bbce-76a15f72e0f0\"", \""title\"": \""Environmental manager\"", \""company\"": \""Leblanc, Johnson and Dickson\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""22f8627a-8052-472f-b145-1ad2ff9dd7cc\"", \""title\"": \""Lighting technician, broadcasting/film/video\"", \""company\"": \""Day and Sons\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""16b0b754-5705-429b-8696-e6a715c10db2\"", \""title\"": \""Geochemist\"", \""company\"": \""Schultz, Boyd and Perkins\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""e65520bd-4cba-4fac-82b5-1127e6f50c3e\"", \""title\"": \""Actor\"", \""company\"": \""Barber, Carroll and Marquez\"", \""duration\"": \""9 years\""}]""]",2024-09-10T17:02:58.013463
73563,Dialectica,Customer,Daniel Montes,Mechanical engineer,"Hayes, Jones and Zamora",Finland,"[""[{\""id\"": \""d365fdb0-3863-4caf-9f3b-a636e05fab12\"", \""title\"": \""Arts development officer\"", \""company\"": \""Phillips Group\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""0ba299e5-0ed0-43d3-993a-3505c7816980\"", \""title\"": \""Computer games developer\"", \""company\"": \""Miller, Burgess and Perez\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""870d010c-5162-4b1d-a341-d149da0d94e8\"", \""title\"": \""Accounting technician\"", \""company\"": \""Gilmore PLC\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""170d0eae-acee-4be6-938d-5d84cd8bcadd\"", \""title\"": \""Education officer, environmental\"", \""company\"": \""Patrick-Chapman\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""73321862-4a31-4825-9620-aa6809168c5d\"", \""title\"": \""Audiological scientist\"", \""company\"": \""Morris-Espinoza\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""e61a687f-1024-4b6b-8648-d0bfdd1b8b39\"", \""title\"": \""Higher education careers adviser\"", \""company\"": \""Morse, Vaughan and Carney\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""8728708d-34e3-4399-86ae-5ebe89c615c3\"", \""title\"": \""Printmaker\"", \""company\"": \""Leonard, Long and Vasquez\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""b35ba3b6-0e8e-45f9-85ba-4606b848b28f\"", \""title\"": \""Firefighter\"", \""company\"": \""Harris-Cantu\"", \""duration\"": \""6 years\""}]""]",2024-09-10T17:02:58.013463
76052,Guidepoint,Former,Jasmine Murray,Research scientist (physical sciences),Preston Ltd,Italy,"[""[{\""id\"": \""fb70d556-99e0-416d-a5dd-322510a36929\"", \""title\"": \""Scientist, research (life sciences)\"", \""company\"": \""Madden-Bernard\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""bbf0b40b-ec98-4f00-a4ae-01b8266c0b46\"", \""title\"": \""Engineer, petroleum\"", \""company\"": \""Henderson and Sons\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""25f108a3-60eb-4d71-888a-162a53abd098\"", \""title\"": \""Colour technologist\"", \""company\"": \""Griffin, Avila and Douglas\"", \""duration\"": \""2 years\""}]""]",2024-09-10T17:02:58.013463
63523,Dialectica,Former,Kimberly Jacobs,Planning and development surveyor,Campbell-Mcdaniel,Denmark,"[""[{\""id\"": \""151d7fa2-647a-40d1-a786-7f73ba92510f\"", \""title\"": \""Armed forces training and education officer\"", \""company\"": \""Smith, Wise and Davis\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""78be2293-d2b8-4d6f-8ecd-ef92db95a8e8\"", \""title\"": \""Estate agent\"", \""company\"": \""Collins, Ramsey and Nichols\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""5e2ad039-492e-42f1-8891-c2975400db25\"", \""title\"": \""Exercise physiologist\"", \""company\"": \""Castillo Group\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""5fbb432b-93ce-44d2-b579-fa0efd8d3d6e\"", \""title\"": \""Ophthalmologist\"", \""company\"": \""Johnson, Brown and Baxter\"", \""duration\"": \""8 years\""}]""]",2024-09-10T17:02:58.013463
35759,Guidepoint,Competitor,Tammy Gonzalez,"Engineer, energy",Washington-Alvarado,Ireland,"[""[{\""id\"": \""4d55e73f-2654-40ca-ba04-7c583876ac1c\"", \""title\"": \""Higher education lecturer\"", \""company\"": \""Horn-Anderson\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""a5d9da82-048c-43c4-9816-7ededbfe110f\"", \""title\"": \""Sound technician, broadcasting/film/video\"", \""company\"": \""Smith-Jones\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""b80f7c7f-247d-4f65-a443-a46ae0631e98\"", \""title\"": \""Nutritional therapist\"", \""company\"": \""Forbes Inc\"", \""duration\"": \""5 years\""}]""]",2024-09-10T17:02:58.013463
36863,Dialectica,Competitor,Stanley Bauer,"Psychologist, prison and probation services",Edwards-Wilson,Austria,"[""[{\""id\"": \""9a4d09f3-a13d-49c6-b509-232a753d02e9\"", \""title\"": \""Therapist, drama\"", \""company\"": \""Walker, Nunez and Gray\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""b28c6c77-9b52-4d93-b701-920df7459d0f\"", \""title\"": \""Hotel manager\"", \""company\"": \""Andrews, Jones and Wilkinson\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""483d6ba8-e93a-4c96-892d-505bd63bf608\"", \""title\"": \""Investment banker, corporate\"", \""company\"": \""Maynard, Johnson and Wilson\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""dbffc1f2-2bad-447a-a25e-b96d680d9bb9\"", \""title\"": \""Sales promotion account executive\"", \""company\"": \""Adams Group\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""24643343-c1ef-4500-bd2d-89d14b685b93\"", \""title\"": \""Clinical cytogeneticist\"", \""company\"": \""Dean Inc\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""09d03caa-107c-45e1-a951-4d31d8f9448c\"", \""title\"": \""Occupational hygienist\"", \""company\"": \""Figueroa Inc\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""5eca652f-dc32-45c9-b6a7-3c255db4f9fe\"", \""title\"": \""Theatre stage manager\"", \""company\"": \""Wilson LLC\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""0a4a199d-0f8a-446d-b733-45f611382009\"", \""title\"": \""Learning disability nurse\"", \""company\"": \""Marquez, Figueroa and Miller\"", \""duration\"": \""8 years\""}]""]",2024-09-10T17:02:58.013463
85683,Third Bridge,Customer,Ronald Gray,"Restaurant manager, fast food",Hodges Ltd,Cyprus,"[""[{\""id\"": \""76b9d833-9542-46f7-ac9d-a1eeea4e904c\"", \""title\"": \""Adult guidance worker\"", \""company\"": \""Downs, Pruitt and Cummings\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""ded6a813-a5cc-4ec6-b81b-ea4f60e1a7de\"", \""title\"": \""Osteopath\"", \""company\"": \""Hicks, Ruiz and Hoffman\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""a7144af4-bb1d-4f77-9cc1-d0fb2b3987d1\"", \""title\"": \""Clinical molecular geneticist\"", \""company\"": \""Foster, Love and Dunn\"", \""duration\"": \""2 years\""}]""]",2024-09-10T17:02:58.013463
88995,AlphaSights,Customer,Sarah Mitchell,Senior tax professional/tax inspector,"Williams, Rowe and Smith",France,"[""[{\""id\"": \""03b445f9-71e8-4f6c-8ed5-f98ec3297899\"", \""title\"": \""Surveyor, minerals\"", \""company\"": \""Andrews LLC\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""a7ee4466-9173-49f6-9ad3-555936a5c20b\"", \""title\"": \""Therapist, drama\"", \""company\"": \""Davis Inc\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""c0aa5b40-1a6b-41b4-9888-72a5ba7a243f\"", \""title\"": \""Charity officer\"", \""company\"": \""Sherman-Cox\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""c9f2b6f0-f2d9-4b53-8512-cecbda890453\"", \""title\"": \""Energy manager\"", \""company\"": \""Wright Group\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""e6c8ac84-9533-49b2-a329-ed3c6bc3630f\"", \""title\"": \""Surveyor, commercial/residential\"", \""company\"": \""Burgess, Rocha and Warner\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""b2ba1561-dcb9-4930-867d-0614c684a781\"", \""title\"": \""Pharmacist, hospital\"", \""company\"": \""Roberts-Sanchez\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""25cecddf-8b93-450f-b607-cf487eaa34bf\"", \""title\"": \""Therapist, art\"", \""company\"": \""Williams Inc\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""7ea59f53-ede0-42f8-9e44-624d7e96f89c\"", \""title\"": \""Passenger transport manager\"", \""company\"": \""Barajas LLC\"", \""duration\"": \""5 years\""}]""]",2024-09-10T17:02:58.013463
79991,Third Bridge,Competitor,David Fisher,Dramatherapist,"Duncan, Jenkins and Miller",France,"[""[{\""id\"": \""cc51db38-0dc7-46a8-b204-e927be730b85\"", \""title\"": \""Fashion designer\"", \""company\"": \""Aguilar-Floyd\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""a019a402-e9bb-487d-90e2-029cb13eaacd\"", \""title\"": \""Historic buildings inspector/conservation officer\"", \""company\"": \""Osborne PLC\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""9d9d70e5-ad79-4f35-b021-7178d66f8629\"", \""title\"": \""Medical illustrator\"", \""company\"": \""Little, Duncan and Barron\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""16b30571-6a79-4056-959b-1e31eb3706f5\"", \""title\"": \""Secretary, company\"", \""company\"": \""Lee and Sons\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""28c5512b-0c47-44e5-9944-f4389f972ec4\"", \""title\"": \""Biomedical engineer\"", \""company\"": \""Clark LLC\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""ef79e467-f6dc-44ed-8e28-e067fabe83b9\"", \""title\"": \""Designer, interior/spatial\"", \""company\"": \""Lee, Campos and Sawyer\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""6f1e8017-3e18-4f9a-a07b-b96e3c41c92a\"", \""title\"": \""Fashion designer\"", \""company\"": \""Baker-Hughes\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""3bef82d0-c15c-464f-89fe-b27e1f625f79\"", \""title\"": \""Air cabin crew\"", \""company\"": \""Sullivan Group\"", \""duration\"": \""4 years\""}]""]",2024-09-10T17:02:58.013463
34067,Third Bridge,Former,Jaime Love,"Surveyor, building control","Humphrey, Sharp and Stephenson",Sweden,"[""[{\""id\"": \""a47183ad-22b8-47c1-bbfe-48403b9fea38\"", \""title\"": \""Pharmacologist\"", \""company\"": \""Hull-Cooke\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""4702161c-751c-4236-9eb9-79321e93b317\"", \""title\"": \""Community arts worker\"", \""company\"": \""Owens-Roberts\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""579030c4-79b5-49c1-9cc6-101e02ea8bbc\"", \""title\"": \""Radio broadcast assistant\"", \""company\"": \""Benson, Harvey and Anderson\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""19784bd3-52bb-4dce-ae23-3e2a74657a5a\"", \""title\"": \""Accountant, chartered management\"", \""company\"": \""Griffin, Caldwell and Graves\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""2fcb36db-1193-47bd-bf22-21f5ca32274e\"", \""title\"": \""Magazine features editor\"", \""company\"": \""Garcia Ltd\"", \""duration\"": \""8 years\""}]""]",2024-09-10T17:02:58.013463
37734,AlphaSights,Former,Javier Perez,Ship broker,"Dunlap, Morales and Hancock",Denmark,"[""[{\""id\"": \""7917e758-dcb2-4319-b5e3-1121d0ea73bc\"", \""title\"": \""Tree surgeon\"", \""company\"": \""Wilson-Martin\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""2a79100c-3d0e-44d1-86a3-c9565a545cc7\"", \""title\"": \""Herpetologist\"", \""company\"": \""Ford-Gonzalez\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""d2e80bb0-ee38-480f-915a-b1edfbca2814\"", \""title\"": \""Adult nurse\"", \""company\"": \""Edwards, Johnson and Anderson\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""5a7fb32b-59ba-4d87-a04c-ccdaa7188502\"", \""title\"": \""Accounting technician\"", \""company\"": \""Jones, Khan and Lam\"", \""duration\"": \""10 years\""}]""]",2024-09-10T17:02:58.013463
90106,Guidepoint,Former,Dr. Kenneth Blair,Trade union research officer,Leach PLC,Sweden,"[""[{\""id\"": \""a45d521f-2c8e-43ba-b929-7b073dc0b1cf\"", \""title\"": \""Social worker\"", \""company\"": \""Collins Inc\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""0208642d-2bf5-4561-8e45-a0ea6918d9f1\"", \""title\"": \""Journalist, broadcasting\"", \""company\"": \""Webster, Middleton and Carpenter\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""39937b3e-e73c-49fb-8cd0-2821d174a3fa\"", \""title\"": \""Lecturer, further education\"", \""company\"": \""Johnson-Todd\"", \""duration\"": \""4 years\""}]""]",2024-09-10T17:02:58.013463
99136,Guidepoint,Former,Nancy Gaines,Software engineer,Jones-Mitchell,Ireland,"[""[{\""id\"": \""60992923-9652-447f-afeb-39f3c7ee2c3a\"", \""title\"": \""Social worker\"", \""company\"": \""Chambers Group\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""5856a2ce-8937-49a6-acc1-78c581310106\"", \""title\"": \""Radio producer\"", \""company\"": \""Nelson PLC\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""587b7a1b-e704-4108-a387-e07a9af7a3c2\"", \""title\"": \""Editor, film/video\"", \""company\"": \""Ruiz, Mcclure and Smith\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""ca1410fa-afa5-4805-940e-827d68b0e3ac\"", \""title\"": \""Health physicist\"", \""company\"": \""Smith Ltd\"", \""duration\"": \""1 years\""}]""]",2024-09-10T17:02:58.013463
68968,Third Bridge,Competitor,Derek Lucas,Health and safety adviser,"Cruz, Garrison and Parks",Luxembourg,"[""[{\""id\"": \""fb7a8f34-6dd7-465d-93d3-71b82630d450\"", \""title\"": \""Engineer, land\"", \""company\"": \""Williams, Ball and Ball\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""0acb58a3-d937-4e2c-931c-0394c0abe384\"", \""title\"": \""Physicist, medical\"", \""company\"": \""Hardy, Moore and Turner\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""cc5bdab8-b9b6-41b1-b001-4861620e95ec\"", \""title\"": \""Geologist, engineering\"", \""company\"": \""Duncan-Simmons\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""b69585bd-8d2f-4a6e-9694-179055decb69\"", \""title\"": \""Designer, interior/spatial\"", \""company\"": \""Greene-Brown\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""776fefd5-bdbb-448c-bd07-cdec30ef8085\"", \""title\"": \""Teacher, adult education\"", \""company\"": \""Walker and Sons\"", \""duration\"": \""10 years\""}]""]",2024-09-10T17:02:58.013463
73261,Dialectica,Competitor,Jennifer Henry,"Surveyor, building",Sanchez-Griffin,Japan,"[""[{\""id\"": \""1647d9be-ce93-4e4f-9835-6267c25668b3\"", \""title\"": \""Furniture designer\"", \""company\"": \""Sloan Group\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""b96639f1-004e-49c3-b732-9d8008513fd8\"", \""title\"": \""Furniture designer\"", \""company\"": \""Woods-Williamson\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""47e1416c-9b69-4e56-91fe-f456ee1a2c79\"", \""title\"": \""Herpetologist\"", \""company\"": \""Braun and Sons\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""5ad9d432-532f-4668-9e02-a68c20489862\"", \""title\"": \""Agricultural consultant\"", \""company\"": \""Hunt, Brown and Smith\"", \""duration\"": \""2 years\""}]""]",2024-09-10T17:02:58.013463
89864,AlphaSights,Competitor,Sharon Sharp,Food technologist,Williams and Sons,Portugal,"[""[{\""id\"": \""4fe5ddfb-9f07-40a6-8de5-d4a8d8a094ec\"", \""title\"": \""Water quality scientist\"", \""company\"": \""Lee, Bates and Long\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""0d91698d-bdb3-4824-b7f7-2b7bb74a0877\"", \""title\"": \""Armed forces operational officer\"", \""company\"": \""Adams and Sons\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""c816d11d-a9b7-4f24-8822-9b75972089f6\"", \""title\"": \""Probation officer\"", \""company\"": \""Gibson, Jenkins and Wilkins\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""7c0bdaad-94b9-4a52-9628-d1743e7a1444\"", \""title\"": \""Dentist\"", \""company\"": \""Peters Group\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""acbdef84-f5fc-419e-8b4e-74c3c5a4dfdd\"", \""title\"": \""International aid/development worker\"", \""company\"": \""Holland Ltd\"", \""duration\"": \""10 years\""}]""]",2024-09-10T17:02:58.013463
13331,Dialectica,Customer,Mark Edwards,Energy engineer,"Howell, Carey and Yang",United Kingdom,"[""[{\""id\"": \""0707113c-c8a7-4530-8b4b-77e49a9f616d\"", \""title\"": \""Veterinary surgeon\"", \""company\"": \""Raymond-Jones\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""8f0029c9-06a0-4054-add3-f8296a7bd35e\"", \""title\"": \""Jewellery designer\"", \""company\"": \""Callahan-Adams\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""4c8f79fe-00e5-4e5e-942c-72335086556d\"", \""title\"": \""Engineer, land\"", \""company\"": \""White-Kemp\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""97378ee0-6c9b-4f84-b684-c86511cc4969\"", \""title\"": \""Hospital pharmacist\"", \""company\"": \""Smith, Morgan and Zimmerman\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""d0ee48df-57ec-437d-9216-9c1bdf6fa213\"", \""title\"": \""Research scientist (physical sciences)\"", \""company\"": \""Morton-Warren\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""f6d2ec20-8d48-424a-998d-f005a7e8fc48\"", \""title\"": \""Education officer, environmental\"", \""company\"": \""Gonzalez and Sons\"", \""duration\"": \""9 years\""}]""]",2024-09-10T17:02:58.013463
